model,hybrid,c_index,weighted_brier
gradient_boosting_survival,0.9650201078402953,0.9322209340841339,0.020923103407063888
random_survival_forest,0.9447646806857841,0.930192116594899,0.048989934703836543
cox_ph,0.7892762494968598,0.7443275919178536,0.1914600401121374
kaplan_meier,0.6780028615831903,0.5036849950314674,0.2472894813232141
