model,hybrid,c_index,weighted_brier
gradient_boosting_survival (tuned),0.9687506989642312,0.9375621066578337,0.017882761475884173
random_survival_forest (tuned),0.9388505943425857,0.9304405432262338,0.05754509803612058
cox_ph (tuned),0.8087946251857385,0.7933918516064922,0.1846041861374414
