model,hybrid,c_index,weighted_brier
gradient_boosting,0.9701180326017501,0.933504471679364,0.014190441288655712
decision_tree,0.9630069998443591,0.9185574693607155,0.017943201376936314
random_forest,0.9478994668732135,0.9304405432262338,0.04461813727808083
logistic_regression,0.868932054035091,0.8518549188473005,0.12374917374157024
svm,0.8363373790976549,0.8132659821132825,0.15377487933761397
knn,0.7963083627546124,0.7495859556144419,0.18366774847102885
