model,interactions,hybrid,c_index,weighted_brier
logistic_regression,False,0.8701002041857167,0.8535110963895329,0.12279017818734739
logistic_regression,True,0.868932054035091,0.8518549188473005,0.12374917374157021
linear_regression,False,0.8416820219290404,0.8256873136800265,0.15146310310709643
linear_regression,True,0.8364456176482162,0.8188969857568731,0.15603354011263645
